time,temperature,weather,condition,power_mhw
2020-01-08 05:00:00,-9.43,cold,night,51.27
2020-01-08 06:00:00,-11.11,cold,day,81.92
2020-01-08 07:00:00,-9.49,cold,day,85.92
2020-01-08 08:00:00,-4.4,cold,day,82.96
2020-01-08 09:00:00,-7.87,cold,day,84.11
2020-01-08 10:00:00,-8.61,cold,day,80.08
2020-01-08 11:00:00,-6.17,cold,day,94.05
2020-01-08 12:00:00,-3.94,cold,day,89.91
2020-01-08 13:00:00,-5.35,cold,day,80.27
2020-01-08 14:00:00,-4.53,cold,day,83.46
2020-01-08 15:00:00,-6.57,cold,day,86.85
2020-01-08 16:00:00,-2.19,cold,day,80.94
2020-01-08 17:00:00,0.36,cold,day,81.16
2020-01-08 18:00:00,2.33,cold,day,88.84
2020-01-08 19:00:00,-2.21,cold,night,49.39
2020-01-08 20:00:00,2.1,cold,night,64.48
2020-01-08 21:00:00,2.03,cold,night,51.53
2020-01-08 22:00:00,-0.26,cold,night,55.03
2020-01-08 23:00:00,0.52,cold,night,59.04
2020-01-09 00:00:00,-8.19,cold,night,53.13
2020-01-09 01:00:00,-6.55,cold,night,50.4
2020-01-09 02:00:00,-8.75,cold,night,56.2
2020-01-09 03:00:00,-4.12,cold,night,60.37
2020-01-09 04:00:00,-10.52,cold,night,51.03
2020-01-09 05:00:00,-8.89,cold,night,49.32
2020-01-09 06:00:00,-10.95,cold,day,81.68
2020-01-09 07:00:00,-8.49,cold,day,90.39
2020-01-09 08:00:00,-5.95,cold,day,78.93
2020-01-09 09:00:00,-5.87,cold,day,84.12
2020-01-09 10:00:00,-6.02,cold,day,84.01
2020-01-09 11:00:00,-5.09,cold,day,88.76
2020-01-09 12:00:00,-4.37,cold,day,84.37
2020-01-09 13:00:00,-4.1,cold,day,68.11
2020-01-09 14:00:00,-6.22,cold,day,91.15
2020-01-09 15:00:00,-5.54,cold,day,83.29
2020-01-09 16:00:00,-3.39,cold,day,82.78
2020-01-09 17:00:00,-1.02,cold,day,80.36
2020-01-09 18:00:00,-0.55,cold,day,85.81
2020-01-09 19:00:00,-0.25,cold,night,54.27
2020-01-09 20:00:00,1.15,cold,night,52.75
2020-01-09 21:00:00,2.6,cold,night,53.54
2020-01-09 22:00:00,0.31,cold,night,58.86
2020-01-09 23:00:00,2.35,cold,night,55.59
2020-01-10 00:00:00,-9.41,cold,night,66.65
2020-01-10 01:00:00,-7.76,cold,night,55.49
2020-01-10 02:00:00,-9.68,cold,night,61.69
2020-01-10 03:00:00,-9.44,cold,night,55.94
2020-01-10 04:00:00,-9.25,cold,night,50.43
2020-01-10 05:00:00,-6.01,cold,night,49.02
2020-01-10 06:00:00,-7.48,cold,day,89.5
2020-01-10 07:00:00,-9.97,cold,day,87.57
2020-01-10 08:00:00,-6.21,cold,day,88.98
2020-01-10 09:00:00,-5.0,cold,day,81.25
2020-01-10 10:00:00,-6.61,cold,day,83.54
2020-01-10 11:00:00,-4.76,cold,day,87.75
2020-01-10 12:00:00,-4.18,cold,day,84.26
2020-01-10 13:00:00,-2.88,cold,day,71.47
2020-01-10 14:00:00,-3.13,cold,day,86.19
2020-01-10 15:00:00,-1.09,cold,day,83.86
2020-01-10 16:00:00,0.6,cold,day,80.12
2020-01-10 17:00:00,-1.41,cold,day,83.68
2020-01-10 18:00:00,1.3,cold,day,80.98
2020-01-10 19:00:00,-2.36,cold,night,46.75
2020-01-10 20:00:00,-4.28,cold,night,55.95
2020-01-10 21:00:00,0.56,cold,night,56.31
2020-01-10 22:00:00,2.47,cold,night,50.84
2020-01-10 23:00:00,1.26,cold,night,55.06
2020-01-11 00:00:00,-6.96,cold,night,58.98
2020-01-11 01:00:00,-7.6,cold,night,55.13
2020-01-11 02:00:00,-7.58,cold,night,59.12
2020-01-11 03:00:00,-11.17,cold,night,49.97
2020-01-11 04:00:00,-7.94,cold,night,51.44
2020-01-11 05:00:00,-8.11,cold,night,50.85
2020-01-11 06:00:00,-8.56,cold,day,82.2
2020-01-11 07:00:00,-9.15,cold,day,75.76
2020-01-11 08:00:00,-4.53,cold,day,78.27
2020-01-11 09:00:00,-5.22,cold,day,84.28
2020-01-11 10:00:00,-7.51,cold,day,76.02
2020-01-11 11:00:00,-3.41,cold,day,83.23
2020-01-11 12:00:00,-4.09,cold,day,81.42
2020-01-11 13:00:00,-4.53,cold,day,85.85
2020-01-11 14:00:00,-3.97,cold,day,81.8
2020-01-11 15:00:00,-3.61,cold,day,93.29
2020-01-11 16:00:00,2.04,cold,day,92.55
2020-01-11 17:00:00,0.65,cold,day,80.1
2020-01-11 18:00:00,-3.01,cold,day,89.83
2020-01-11 19:00:00,-4.2,cold,night,50.81
2020-01-11 20:00:00,4.12,cold,night,55.63
2020-01-11 21:00:00,3.53,cold,night,59.63
2020-01-11 22:00:00,-0.67,cold,night,51.23
2020-01-11 23:00:00,0.68,cold,night,53.19
2020-01-12 00:00:00,-6.89,cold,night,50.18
2020-01-12 01:00:00,-8.5,cold,night,60.77
2020-01-12 02:00:00,-13.81,cold,night,61.22
2020-01-12 03:00:00,-7.1,cold,night,52.95
2020-01-12 04:00:00,-10.31,cold,night,63.75
2020-01-12 05:00:00,-10.52,cold,night,46.2
2020-01-12 06:00:00,-7.09,cold,day,93.71
2020-01-12 07:00:00,-8.53,cold,day,81.04
2020-01-12 08:00:00,-8.58,cold,day,89.0
2020-01-12 09:00:00,-4.68,cold,day,79.03
2020-01-12 10:00:00,-1.28,cold,day,83.36
2020-01-12 11:00:00,-7.3,cold,day,90.84
2020-01-12 12:00:00,-3.41,cold,day,83.88
2020-01-12 13:00:00,-4.49,cold,day,82.73
2020-01-12 14:00:00,-2.3,cold,day,82.95
2020-01-12 15:00:00,-3.35,cold,day,86.04
2020-01-12 16:00:00,-3.44,cold,day,83.11
2020-01-12 17:00:00,-0.76,cold,day,87.06
2020-01-12 18:00:00,-0.14,cold,day,90.81
2020-01-12 19:00:00,0.69,cold,night,52.07
2020-01-12 20:00:00,-0.82,cold,night,56.19
2020-01-12 21:00:00,-0.25,cold,night,50.6
2020-01-12 22:00:00,-0.69,cold,night,52.5
2020-01-12 23:00:00,0.93,cold,night,51.61
2020-01-13 00:00:00,-10.27,cold,night,55.84
2020-01-13 01:00:00,-9.76,cold,night,50.37
2020-01-13 02:00:00,-9.17,cold,night,58.1
2020-01-13 03:00:00,-9.44,cold,night,49.26
2020-01-13 04:00:00,-5.82,cold,night,49.85
2020-01-13 05:00:00,-8.6,cold,night,52.16
2020-01-13 06:00:00,-6.26,cold,day,91.98
2020-01-13 07:00:00,-4.84,cold,day,83.75
2020-01-13 08:00:00,-6.59,cold,day,84.02
2020-01-13 09:00:00,-4.78,cold,day,77.2
2020-01-13 10:00:00,-6.98,cold,day,86.69
2020-01-13 11:00:00,-5.89,cold,day,85.17
2020-01-13 12:00:00,-2.72,cold,day,80.06
2020-01-13 13:00:00,-3.17,cold,day,83.25
2020-01-13 14:00:00,-2.8,cold,day,87.44
2020-01-13 15:00:00,-4.91,cold,day,84.19
2020-01-13 16:00:00,0.21,cold,day,85.52
2020-01-13 17:00:00,-2.19,cold,day,95.04
2020-01-13 18:00:00,-0.14,cold,day,79.18
2020-01-13 19:00:00,0.43,cold,night,56.82
2020-01-13 20:00:00,-1.59,cold,night,49.56
2020-01-13 21:00:00,-1.83,cold,night,55.39
2020-01-13 22:00:00,-1.68,cold,night,53.33
2020-01-13 23:00:00,1.41,cold,night,53.56
2020-01-14 00:00:00,-12.09,cold,night,52.05
2020-01-14 01:00:00,-10.88,cold,night,52.31
2020-01-14 02:00:00,-4.36,cold,night,60.52
2020-01-14 03:00:00,-9.1,cold,night,54.8
2020-01-14 04:00:00,-11.05,cold,night,48.13
2020-01-14 05:00:00,-7.5,cold,night,62.03
2020-01-14 06:00:00,-6.99,cold,day,85.6
2020-01-14 07:00:00,-8.44,cold,day,82.57
2020-01-14 08:00:00,-7.15,cold,day,97.0
2020-01-14 09:00:00,-5.43,cold,day,85.32
2020-01-14 10:00:00,-4.66,cold,day,84.32
2020-01-14 11:00:00,-4.13,cold,day,84.48
2020-01-14 12:00:00,-6.76,cold,day,84.63
2020-01-14 13:00:00,-2.57,cold,day,85.78
2020-01-14 14:00:00,-3.35,cold,day,90.07
2020-01-14 15:00:00,-4.6,cold,day,85.29
2020-01-14 16:00:00,-0.07,cold,day,82.11
2020-01-14 17:00:00,-4.25,cold,day,80.52
2020-01-14 18:00:00,-4.68,cold,day,79.94
2020-01-14 19:00:00,0.23,cold,night,44.0
2020-01-14 20:00:00,0.32,cold,night,55.59
2020-01-14 21:00:00,0.01,cold,night,52.88
2020-01-14 22:00:00,4.24,cold,night,56.12
2020-01-14 23:00:00,1.36,cold,night,53.1
2020-01-15 00:00:00,-10.89,cold,night,49.39
2020-01-15 01:00:00,-9.04,cold,night,49.95
2020-01-15 02:00:00,-9.87,cold,night,49.94
2020-01-15 03:00:00,-7.02,cold,night,49.38
2020-01-15 04:00:00,-8.43,cold,night,52.76
2020-01-15 05:00:00,-7.5,cold,night,51.12
2020-01-15 06:00:00,-10.43,cold,day,84.23
2020-01-15 07:00:00,-8.49,cold,day,87.9
2020-01-15 08:00:00,-6.8,cold,day,91.74
2020-01-15 09:00:00,-6.32,cold,day,86.35
2020-01-15 10:00:00,-8.72,cold,day,86.34
2020-01-15 11:00:00,-5.42,cold,day,75.25
2020-01-15 12:00:00,-0.36,cold,day,97.62
2020-01-15 13:00:00,-3.49,cold,day,69.34
2020-01-15 14:00:00,-1.99,cold,day,90.15
2020-01-15 15:00:00,-0.66,cold,day,90.33
2020-01-15 16:00:00,1.95,cold,day,80.85
2020-01-15 17:00:00,-4.05,cold,day,89.97
2020-01-15 18:00:00,-0.23,cold,day,87.91
2020-01-15 19:00:00,-4.73,cold,night,57.08
2020-01-15 20:00:00,-1.57,cold,night,52.02
2020-01-15 21:00:00,-3.06,cold,night,52.92
2020-01-15 22:00:00,0.78,cold,night,46.56
2020-01-15 23:00:00,1.54,cold,night,55.66
2020-01-16 00:00:00,-10.32,cold,night,53.02
2020-01-16 01:00:00,-9.14,cold,night,51.54
2020-01-16 02:00:00,-6.89,cold,night,54.3
2020-01-16 03:00:00,-8.83,cold,night,49.7
2020-01-16 04:00:00,-10.22,cold,night,52.79
2020-01-16 05:00:00,-9.35,cold,night,54.94
2020-01-16 06:00:00,-8.6,cold,day,84.16
2020-01-16 07:00:00,-7.03,cold,day,83.67
2020-01-16 08:00:00,-5.35,cold,day,86.75
2020-01-16 09:00:00,-8.01,cold,day,90.22
2020-01-16 10:00:00,-5.73,cold,day,86.98
2020-01-16 11:00:00,-4.94,cold,day,88.52
2020-01-16 12:00:00,-4.86,cold,day,87.78
2020-01-16 13:00:00,-5.22,cold,day,81.94
2020-01-16 14:00:00,-2.25,cold,day,84.34
2020-01-16 15:00:00,-3.12,cold,day,91.35
2020-01-16 16:00:00,-0.34,cold,day,91.02
2020-01-16 17:00:00,-1.51,cold,day,87.33
2020-01-16 18:00:00,-1.46,cold,day,90.69
2020-01-16 19:00:00,2.57,cold,night,45.78
2020-01-16 20:00:00,3.92,cold,night,54.35
2020-01-16 21:00:00,0.32,cold,night,55.36
2020-01-16 22:00:00,-1.21,cold,night,52.63
2020-01-16 23:00:00,2.38,cold,night,60.68
2020-01-17 00:00:00,-9.69,cold,night,57.74
2020-01-17 01:00:00,-10.47,cold,night,55.05
2020-01-17 02:00:00,-5.63,cold,night,57.97
2020-01-17 03:00:00,-7.38,cold,night,52.05
2020-01-17 04:00:00,-9.34,cold,night,56.41
2020-01-17 05:00:00,-10.21,cold,night,58.77
2020-01-17 06:00:00,-9.82,cold,day,88.23
2020-01-17 07:00:00,-12.8,cold,day,82.88
2020-01-17 08:00:00,-8.09,cold,day,83.21
2020-01-17 09:00:00,-6.92,cold,day,90.18
2020-01-17 10:00:00,-6.03,cold,day,86.34
2020-01-17 11:00:00,-4.0,cold,day,81.31
2020-01-17 12:00:00,-3.36,cold,day,87.36
2020-01-17 13:00:00,-2.29,cold,day,89.17
2020-01-17 14:00:00,-1.12,cold,day,85.44
2020-01-17 15:00:00,-2.56,cold,day,86.95
2020-01-17 16:00:00,-2.5,cold,day,80.56
2020-01-17 17:00:00,0.16,cold,day,76.0
2020-01-17 18:00:00,-1.54,cold,day,84.42
2020-01-17 19:00:00,0.99,cold,night,64.0
2020-01-17 20:00:00,-0.31,cold,night,48.42
2020-01-17 21:00:00,-0.12,cold,night,48.67
2020-01-17 22:00:00,0.67,cold,night,53.18
2020-01-17 23:00:00,0.64,cold,night,53.13
2020-01-18 00:00:00,-9.99,cold,night,58.21
2020-01-18 01:00:00,-6.38,cold,night,51.49
2020-01-18 02:00:00,-5.88,cold,night,51.97
2020-01-18 03:00:00,-7.01,cold,night,55.81
2020-01-18 04:00:00,-6.98,cold,night,50.44
2020-01-18 05:00:00,-8.05,cold,night,59.29
2020-01-18 06:00:00,-9.48,cold,day,92.81
2020-01-18 07:00:00,-3.39,cold,day,86.81
2020-01-18 08:00:00,-2.14,cold,day,82.04
2020-01-18 09:00:00,-7.07,cold,day,82.22
2020-01-18 10:00:00,-5.22,cold,day,97.78
2020-01-18 11:00:00,-2.26,cold,day,89.5
2020-01-18 12:00:00,-2.3,cold,day,80.38
2020-01-18 13:00:00,-6.35,cold,day,89.21
2020-01-18 14:00:00,-1.67,cold,day,78.85
2020-01-18 15:00:00,2.52,cold,day,81.53
2020-01-18 16:00:00,5.13,cool,day,66.36
2020-01-18 17:00:00,-2.41,cold,day,87.89
2020-01-18 18:00:00,-3.06,cold,day,72.43
2020-01-18 19:00:00,1.74,cold,night,60.2
2020-01-18 20:00:00,1.44,cold,night,56.65
2020-01-18 21:00:00,-1.05,cold,night,54.24
2020-01-18 22:00:00,1.3,cold,night,52.47
2020-01-18 23:00:00,2.35,cold,night,49.87
2020-01-19 00:00:00,-6.75,cold,night,57.86
2020-01-19 01:00:00,-6.38,cold,night,52.89
2020-01-19 02:00:00,-8.19,cold,night,50.89
2020-01-19 03:00:00,-7.85,cold,night,50.37
2020-01-19 04:00:00,-5.97,cold,night,45.41
2020-01-19 05:00:00,-6.12,cold,night,55.7
2020-01-19 06:00:00,-6.9,cold,day,74.49
2020-01-19 07:00:00,-5.48,cold,day,88.79
2020-01-19 08:00:00,-5.18,cold,day,84.58
2020-01-19 09:00:00,-8.91,cold,day,84.83
2020-01-19 10:00:00,-9.09,cold,day,81.12
2020-01-19 11:00:00,-2.58,cold,day,80.84
2020-01-19 12:00:00,-2.24,cold,day,86.67
2020-01-19 13:00:00,-4.07,cold,day,71.71
2020-01-19 14:00:00,-4.45,cold,day,85.5
2020-01-19 15:00:00,-3.36,cold,day,87.32
2020-01-19 16:00:00,-0.57,cold,day,72.61
2020-01-19 17:00:00,-0.3,cold,day,85.59
2020-01-19 18:00:00,-3.03,cold,day,87.81
2020-01-19 19:00:00,2.61,cold,night,55.66
2020-01-19 20:00:00,0.72,cold,night,59.26
2020-01-19 21:00:00,0.4,cold,night,55.11
2020-01-19 22:00:00,2.24,cold,night,61.09
2020-01-19 23:00:00,1.51,cold,night,59.83
2020-01-20 00:00:00,-8.32,cold,night,56.0
2020-01-20 01:00:00,-6.25,cold,night,54.82
2020-01-20 02:00:00,-6.02,cold,night,50.73
2020-01-20 03:00:00,-5.19,cold,night,48.61
2020-01-20 04:00:00,-11.96,cold,night,59.98
2020-01-20 05:00:00,-7.91,cold,night,59.59
2020-01-20 06:00:00,-8.88,cold,day,78.38
2020-01-20 07:00:00,-5.74,cold,day,85.37
2020-01-20 08:00:00,-5.61,cold,day,81.83
2020-01-20 09:00:00,-0.2,cold,day,84.09
2020-01-20 10:00:00,-6.36,cold,day,84.99
2020-01-20 11:00:00,-4.02,cold,day,70.12
2020-01-20 12:00:00,-5.52,cold,day,92.8
2020-01-20 13:00:00,-1.18,cold,day,85.08
2020-01-20 14:00:00,3.06,cold,day,86.44
2020-01-20 15:00:00,-2.97,cold,day,88.92
2020-01-20 16:00:00,-0.94,cold,day,86.38
2020-01-20 17:00:00,0.33,cold,day,85.68
2020-01-20 18:00:00,0.14,cold,day,86.69
2020-01-20 19:00:00,2.58,cold,night,57.36
2020-01-20 20:00:00,1.36,cold,night,54.97
2020-01-20 21:00:00,4.25,cold,night,56.72
2020-01-20 22:00:00,0.1,cold,night,54.32
2020-01-20 23:00:00,2.08,cold,night,56.17
2020-01-21 00:00:00,-9.48,cold,night,50.44
2020-01-21 01:00:00,-7.11,cold,night,58.99
2020-01-21 02:00:00,-9.92,cold,night,60.9
2020-01-21 03:00:00,-6.58,cold,night,55.0
2020-01-21 04:00:00,-6.4,cold,night,62.19
2020-01-21 05:00:00,-6.31,cold,night,55.13
2020-01-21 06:00:00,-7.17,cold,day,97.38
2020-01-21 07:00:00,-4.54,cold,day,82.26
2020-01-21 08:00:00,-4.23,cold,day,90.01
2020-01-21 09:00:00,-5.27,cold,day,83.67
2020-01-21 10:00:00,-4.95,cold,day,89.29
2020-01-21 11:00:00,-4.32,cold,day,85.73
2020-01-21 12:00:00,-4.36,cold,day,84.97
2020-01-21 13:00:00,-2.26,cold,day,83.71
2020-01-21 14:00:00,-1.17,cold,day,90.58
2020-01-21 15:00:00,-3.57,cold,day,80.09
2020-01-21 16:00:00,0.75,cold,day,92.48
2020-01-21 17:00:00,-1.56,cold,day,82.17
2020-01-21 18:00:00,0.26,cold,day,89.22
2020-01-21 19:00:00,4.9,cold,night,65.04
2020-01-21 20:00:00,1.89,cold,night,59.4
2020-01-21 21:00:00,-1.36,cold,night,55.81
2020-01-21 22:00:00,0.43,cold,night,57.37
2020-01-21 23:00:00,-0.52,cold,night,59.42
2020-01-22 00:00:00,-10.51,cold,night,52.23
2020-01-22 01:00:00,-10.22,cold,night,57.16
2020-01-22 02:00:00,-8.86,cold,night,48.93
2020-01-22 03:00:00,-12.86,cold,night,52.79
2020-01-22 04:00:00,-5.93,cold,night,59.6
2020-01-22 05:00:00,-11.2,cold,night,56.46
2020-01-22 06:00:00,-4.53,cold,day,84.89
2020-01-22 07:00:00,-7.86,cold,day,93.43
2020-01-22 08:00:00,-7.44,cold,day,89.57
2020-01-22 09:00:00,-4.12,cold,day,88.98
2020-01-22 10:00:00,-2.5,cold,day,88.19
2020-01-22 11:00:00,-1.41,cold,day,82.45
2020-01-22 12:00:00,-1.24,cold,day,89.15
2020-01-22 13:00:00,-0.21,cold,day,82.52
2020-01-22 14:00:00,-2.14,cold,day,82.41
2020-01-22 15:00:00,-1.59,cold,day,85.24
